Fecha,Año,Mes,Persona,Vendedor,SKU,Nombre Producto,Comentarios Producto,Cantidad_ventas,Precio,% Descuento,Descuento,IVA Vigente,Subtotal IVA mayor a 0%,IVA,Total,Saldo,Retenciones,Estado,Dias vencimiento,Fecha Vencimiento,Cantidad_inv,PVP,Costo Adquisición Unitario,Costo Adquisición,Modelo producto
2024-12-01,2024,12,Hospital del Valle,Sofia Vega,IMP-ER-350,Implante de Seno Ergonómico 350cc,"Grado médico, esterilizado Gamma",1,1723.53,0.0,0.0,0.15,1723.53,258.53,1982.06,0.0,0.0,Pagado,40,2025-01-10,106,1723.53,728.26,728.26,Ergonómico
2025-08-09,2025,8,Hospital del Valle,Marcos Proaño,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",8,1753.99,0.1,1403.19,0.15,12628.73,1894.31,14523.04,0.0,0.0,Pagado,48,2025-09-26,10,1753.99,787.74,6301.92,Anatómico
2024-10-09,2024,10,Dr. Juan Pérez,Marcos Proaño,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",6,1492.88,0.05,447.86,0.15,8509.42,1276.41,9785.83,0.0,0.0,Pagado,33,2024-11-11,77,1492.88,595.44,3572.64,Anatómico
2023-10-25,2023,10,Dr. Juan Pérez,Sofia Vega,IMP-AN-250,Implante de Seno Anatómico 250cc,"Grado médico, esterilizado Gamma",3,2025.38,0.0,0.0,0.15,6076.14,911.42,6987.56,0.0,0.0,Pagado,44,2023-12-08,118,2025.38,811.8,2435.4,Anatómico
2024-02-08,2024,2,Estética Integral,Elena Gómez,IMP-RE-300,Implante de Seno Redondo High Profile 300cc,"Grado médico, esterilizado Gamma",10,1709.81,0.0,0.0,0.15,17098.1,2564.71,19662.81,0.0,344.1,Pagado,45,2024-03-24,119,1709.81,739.55,7395.5,Redondo High Profile
2025-05-25,2025,5,Clínica Santa Inés,Elena Gómez,IMP-AN-400,Implante de Seno Anatómico 400cc,"Grado médico, esterilizado Gamma",7,1978.68,0.05,692.54,0.15,13158.22,1973.73,15131.95,0.0,0.0,Pagado,20,2025-06-14,108,1978.68,752.73,5269.11,Anatómico
2023-05-17,2023,5,MedGroup SA,Lucía Méndez,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",9,2033.93,0.0,0.0,0.15,18305.37,2745.81,21051.18,0.0,0.0,Pagado,25,2023-06-11,107,2033.93,734.77,6612.93,Anatómico
2023-09-09,2023,9,Estética Integral,Carlos Ruiz,IMP-ER-275,Implante de Seno Ergonómico 275cc,"Grado médico, esterilizado Gamma",12,1256.09,0.0,0.0,0.15,15073.08,2260.96,17334.04,0.0,303.35,Pagado,40,2023-10-19,144,1256.09,516.86,6202.32,Ergonómico
2024-02-19,2024,2,MedGroup SA,Elena Gómez,IMP-RE-450,Implante de Seno Redondo Low Profile 450cc,"Grado médico, esterilizado Gamma",12,1462.56,0.0,0.0,0.15,17550.72,2632.61,20183.33,20183.33,353.21,Pendiente,53,2024-04-12,77,1462.56,648.19,7778.28,Redondo Low Profile
2023-07-13,2023,7,MedGroup SA,Elena Gómez,IMP-RE-250,Implante de Seno Redondo Low Profile 250cc,"Grado médico, esterilizado Gamma",8,1037.41,0.05,414.96,0.15,7884.32,1182.65,9066.97,0.0,0.0,Pagado,25,2023-08-07,117,1037.41,467.17,3737.36,Redondo Low Profile
2023-10-03,2023,10,Clínica Santa Inés,Lucía Méndez,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",2,1450.93,0.0,0.0,0.15,2901.86,435.28,3337.14,0.0,0.0,Pagado,56,2023-11-28,65,1450.93,605.27,1210.54,Anatómico
2024-08-14,2024,8,Hospital del Valle,Lucía Méndez,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",4,1318.59,0.0,0.0,0.15,5274.36,791.15,6065.51,0.0,0.0,Pagado,34,2024-09-17,63,1318.59,513.78,2055.12,Anatómico
2024-01-16,2024,1,Clínica Santa Inés,Carlos Ruiz,IMP-RE-325,Implante de Seno Redondo High Profile 325cc,"Grado médico, esterilizado Gamma",4,1940.52,0.05,388.1,0.15,7373.98,1106.1,8480.08,8480.08,148.4,Pendiente,35,2024-02-20,79,1940.52,659.8,2639.2,Redondo High Profile
2025-07-30,2025,7,Hospital del Valle,Marcos Proaño,IMP-AN-350,Implante de Seno Anatómico 350cc,"Grado médico, esterilizado Gamma",8,2384.81,0.15,2861.77,0.15,16216.71,2432.51,18649.22,18649.22,0.0,Pendiente,35,2025-09-03,18,2384.81,833.79,6670.32,Anatómico
2023-08-22,2023,8,MedGroup SA,Carlos Ruiz,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",9,1927.71,0.15,2602.41,0.15,14746.98,2212.05,16959.03,0.0,0.0,Pagado,30,2023-09-21,40,1927.71,790.75,7116.75,Anatómico
2024-02-15,2024,2,Dr. Juan Pérez,Marcos Proaño,IMP-AN-400,Implante de Seno Anatómico 400cc,"Grado médico, esterilizado Gamma",6,1270.18,0.0,0.0,0.15,7621.08,1143.16,8764.24,8764.24,153.37,Pendiente,35,2024-03-21,6,1270.18,543.12,3258.72,Anatómico
2024-02-05,2024,2,Centro Quirúrgico Norte,Elena Gómez,IMP-RE-325,Implante de Seno Redondo Low Profile 325cc,"Grado médico, esterilizado Gamma",10,1818.87,0.0,0.0,0.15,18188.7,2728.3,20917.0,0.0,366.05,Pagado,35,2024-03-11,79,1818.87,722.72,7227.2,Redondo Low Profile
2023-04-27,2023,4,Estética Integral,Marcos Proaño,IMP-RE-325,Implante de Seno Redondo Low Profile 325cc,"Grado médico, esterilizado Gamma",4,2141.15,0.05,428.23,0.15,8136.37,1220.46,9356.83,0.0,163.74,Pagado,16,2023-05-13,104,2141.15,786.85,3147.4,Redondo Low Profile
2025-09-10,2025,9,Hospital del Valle,Marcos Proaño,IMP-ER-325,Implante de Seno Ergonómico 325cc,"Grado médico, esterilizado Gamma",9,1851.75,0.0,0.0,0.15,16665.75,2499.86,19165.61,0.0,0.0,Pagado,44,2025-10-24,138,1851.75,634.38,5709.42,Ergonómico
2023-03-29,2023,3,MedGroup SA,Lucía Méndez,IMP-RE-450,Implante de Seno Redondo High Profile 450cc,"Grado médico, esterilizado Gamma",9,1680.88,0.0,0.0,0.15,15127.92,2269.19,17397.11,0.0,0.0,Pagado,57,2023-05-25,27,1680.88,762.48,6862.32,Redondo High Profile
2025-05-18,2025,5,Clínica Santa Inés,Carlos Ruiz,IMP-ER-350,Implante de Seno Ergonómico 350cc,"Grado médico, esterilizado Gamma",11,1441.6,0.15,2378.64,0.15,13478.96,2021.84,15500.8,0.0,0.0,Pagado,30,2025-06-17,60,1441.6,505.73,5563.03,Ergonómico
2024-03-30,2024,3,MedGroup SA,Elena Gómez,IMP-RE-400,Implante de Seno Redondo Low Profile 400cc,"Grado médico, esterilizado Gamma",12,1923.04,0.0,0.0,0.15,23076.48,3461.47,26537.95,0.0,464.41,Pagado,33,2024-05-02,84,1923.04,664.21,7970.52,Redondo Low Profile
2025-01-03,2025,1,MedGroup SA,Carlos Ruiz,IMP-RE-500,Implante de Seno Redondo Low Profile 500cc,"Grado médico, esterilizado Gamma",5,2153.95,0.1,1076.98,0.15,9692.77,1453.92,11146.69,0.0,0.0,Pagado,18,2025-01-21,74,2153.95,796.6,3983.0,Redondo Low Profile
2025-02-21,2025,2,Hospital del Valle,Elena Gómez,IMP-RE-250,Implante de Seno Redondo Low Profile 250cc,"Grado médico, esterilizado Gamma",6,1617.57,0.1,970.54,0.15,8734.88,1310.23,10045.11,0.0,175.79,Pagado,36,2025-03-29,103,1617.57,592.57,3555.42,Redondo Low Profile
2023-11-22,2023,11,MedGroup SA,Carlos Ruiz,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",10,1810.61,0.05,905.3,0.15,17200.8,2580.12,19780.92,0.0,346.17,Pagado,20,2023-12-12,117,1810.61,736.24,7362.4,Anatómico
2023-11-13,2023,11,Clínica Santa Inés,Lucía Méndez,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",4,1162.85,0.15,697.71,0.15,3953.69,593.05,4546.74,4546.74,0.0,Pendiente,39,2023-12-22,13,1162.85,489.62,1958.48,Anatómico
2024-04-27,2024,4,Centro Quirúrgico Norte,Carlos Ruiz,IMP-RE-400,Implante de Seno Redondo Low Profile 400cc,"Grado médico, esterilizado Gamma",7,1096.94,0.05,383.93,0.15,7294.65,1094.2,8388.85,0.0,0.0,Pagado,60,2024-06-26,59,1096.94,458.65,3210.55,Redondo Low Profile
2025-07-25,2025,7,Centro Quirúrgico Norte,Lucía Méndez,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",5,1924.35,0.0,0.0,0.15,9621.75,1443.26,11065.01,0.0,0.0,Pagado,18,2025-08-12,122,1924.35,719.28,3596.4,Anatómico
2023-06-21,2023,6,Centro Quirúrgico Norte,Marcos Proaño,IMP-RE-500,Implante de Seno Redondo Low Profile 500cc,"Grado médico, esterilizado Gamma",7,1537.24,0.1,1076.07,0.15,9684.61,1452.69,11137.3,0.0,0.0,Pagado,58,2023-08-18,114,1537.24,582.47,4077.29,Redondo Low Profile
2025-03-07,2025,3,Centro Quirúrgico Norte,Elena Gómez,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",9,2094.2,0.0,0.0,0.15,18847.8,2827.17,21674.97,0.0,379.31,Pagado,16,2025-03-23,100,2094.2,712.05,6408.45,Anatómico
2024-08-18,2024,8,Clínica Santa Inés,Lucía Méndez,IMP-ER-400,Implante de Seno Ergonómico 400cc,"Grado médico, esterilizado Gamma",3,1668.0,0.0,0.0,0.15,5004.0,750.6,5754.6,0.0,0.0,Pagado,27,2024-09-14,109,1668.0,668.84,2006.52,Ergonómico
2023-09-08,2023,9,MedGroup SA,Elena Gómez,IMP-RE-500,Implante de Seno Redondo Low Profile 500cc,"Grado médico, esterilizado Gamma",8,2152.1,0.0,0.0,0.15,17216.8,2582.52,19799.32,0.0,0.0,Pagado,41,2023-10-19,34,2152.1,818.89,6551.12,Redondo Low Profile
2024-04-18,2024,4,Dr. Juan Pérez,Elena Gómez,IMP-ER-400,Implante de Seno Ergonómico 400cc,"Grado médico, esterilizado Gamma",9,1435.14,0.1,1291.63,0.15,11624.63,1743.69,13368.32,0.0,233.95,Pagado,40,2024-05-28,48,1435.14,494.99,4454.91,Ergonómico
2023-07-31,2023,7,Clínica Santa Inés,Carlos Ruiz,IMP-RE-375,Implante de Seno Redondo High Profile 375cc,"Grado médico, esterilizado Gamma",2,2231.57,0.1,446.31,0.15,4016.83,602.52,4619.35,4619.35,80.84,Anulado,15,2023-08-15,146,2231.57,764.55,1529.1,Redondo High Profile
2024-10-29,2024,10,MedGroup SA,Sofia Vega,IMP-ER-375,Implante de Seno Ergonómico 375cc,"Grado médico, esterilizado Gamma",8,1355.22,0.05,542.09,0.15,10299.67,1544.95,11844.62,11844.62,0.0,Pendiente,49,2024-12-17,33,1355.22,562.83,4502.64,Ergonómico
2024-03-28,2024,3,MedGroup SA,Marcos Proaño,IMP-RE-350,Implante de Seno Redondo High Profile 350cc,"Grado médico, esterilizado Gamma",7,2273.57,0.05,795.75,0.15,15119.24,2267.89,17387.13,0.0,304.27,Pagado,40,2024-05-07,79,2273.57,799.56,5596.92,Redondo High Profile
2025-11-27,2025,11,Dr. Juan Pérez,Elena Gómez,IMP-RE-350,Implante de Seno Redondo Low Profile 350cc,"Grado médico, esterilizado Gamma",1,1565.61,0.05,78.28,0.15,1487.33,223.1,1710.43,0.0,0.0,Pagado,16,2025-12-13,54,1565.61,621.68,621.68,Redondo Low Profile
2024-04-19,2024,4,Clínica Santa Inés,Lucía Méndez,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",10,1059.84,0.0,0.0,0.15,10598.4,1589.76,12188.16,0.0,0.0,Pagado,15,2024-05-04,44,1059.84,463.54,4635.4,Redondo High Profile
2025-12-26,2025,12,MedGroup SA,Carlos Ruiz,IMP-RE-250,Implante de Seno Redondo High Profile 250cc,"Grado médico, esterilizado Gamma",11,2008.02,0.15,3313.23,0.15,18774.99,2816.25,21591.24,0.0,377.85,Pagado,58,2026-02-22,28,2008.02,760.62,8366.82,Redondo High Profile
2025-01-30,2025,1,MedGroup SA,Lucía Méndez,IMP-AN-300,Implante de Seno Anatómico 300cc,"Grado médico, esterilizado Gamma",6,1965.24,0.05,589.57,0.15,11201.87,1680.28,12882.15,0.0,0.0,Pagado,34,2025-03-05,132,1965.24,749.79,4498.74,Anatómico
2025-06-15,2025,6,Hospital del Valle,Lucía Méndez,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",2,1365.48,0.0,0.0,0.15,2730.96,409.64,3140.6,0.0,0.0,Pagado,54,2025-08-08,70,1365.48,508.46,1016.92,Anatómico
2024-10-31,2024,10,Estética Integral,Carlos Ruiz,IMP-ER-300,Implante de Seno Ergonómico 300cc,"Grado médico, esterilizado Gamma",6,2385.42,0.0,0.0,0.15,14312.52,2146.88,16459.4,0.0,288.04,Pagado,54,2024-12-24,132,2385.42,827.04,4962.24,Ergonómico
2024-03-17,2024,3,Dr. Juan Pérez,Lucía Méndez,IMP-RE-375,Implante de Seno Redondo High Profile 375cc,"Grado médico, esterilizado Gamma",12,1175.4,0.05,705.24,0.15,13399.56,2009.93,15409.49,0.0,269.67,Pagado,25,2024-04-11,82,1175.4,520.57,6246.84,Redondo High Profile
2025-02-23,2025,2,Clínica Santa Inés,Sofia Vega,IMP-RE-400,Implante de Seno Redondo High Profile 400cc,"Grado médico, esterilizado Gamma",10,1804.82,0.0,0.0,0.15,18048.2,2707.23,20755.43,0.0,0.0,Pagado,47,2025-04-11,66,1804.82,649.34,6493.4,Redondo High Profile
2023-08-08,2023,8,MedGroup SA,Marcos Proaño,IMP-RE-350,Implante de Seno Redondo Low Profile 350cc,"Grado médico, esterilizado Gamma",12,2054.05,0.0,0.0,0.15,24648.6,3697.29,28345.89,28345.89,496.05,Anulado,42,2023-09-19,115,2054.05,728.78,8745.36,Redondo Low Profile
2023-11-21,2023,11,Centro Quirúrgico Norte,Carlos Ruiz,IMP-AN-500,Implante de Seno Anatómico 500cc,"Grado médico, esterilizado Gamma",1,2181.93,0.0,0.0,0.15,2181.93,327.29,2509.22,2509.22,43.91,Pendiente,35,2023-12-26,6,2181.93,748.5,748.5,Anatómico
2024-02-20,2024,2,Centro Quirúrgico Norte,Marcos Proaño,IMP-RE-400,Implante de Seno Redondo High Profile 400cc,"Grado médico, esterilizado Gamma",5,1978.93,0.05,494.73,0.15,9399.92,1409.99,10809.91,0.0,189.17,Pagado,54,2024-04-14,127,1978.93,767.51,3837.55,Redondo High Profile
2025-06-22,2025,6,Hospital del Valle,Marcos Proaño,IMP-RE-300,Implante de Seno Redondo Low Profile 300cc,"Grado médico, esterilizado Gamma",3,1695.76,0.0,0.0,0.15,5087.28,763.09,5850.37,5850.37,102.38,Pendiente,25,2025-07-17,22,1695.76,594.23,1782.69,Redondo Low Profile
2024-09-18,2024,9,Estética Integral,Elena Gómez,IMP-RE-275,Implante de Seno Redondo High Profile 275cc,"Grado médico, esterilizado Gamma",3,1780.66,0.15,801.3,0.15,4540.68,681.1,5221.78,5221.78,91.38,Pendiente,55,2024-11-12,6,1780.66,721.99,2165.97,Redondo High Profile
2023-12-25,2023,12,Dr. Juan Pérez,Marcos Proaño,IMP-RE-275,Implante de Seno Redondo Low Profile 275cc,"Grado médico, esterilizado Gamma",7,1326.83,0.0,0.0,0.15,9287.81,1393.17,10680.98,0.0,0.0,Pagado,33,2024-01-27,101,1326.83,489.73,3428.11,Redondo Low Profile
2023-09-04,2023,9,Hospital del Valle,Sofia Vega,IMP-RE-325,Implante de Seno Redondo High Profile 325cc,"Grado médico, esterilizado Gamma",8,1746.27,0.0,0.0,0.15,13970.16,2095.52,16065.68,0.0,281.15,Pagado,15,2023-09-19,9,1746.27,778.73,6229.84,Redondo High Profile
2025-07-31,2025,7,Hospital del Valle,Carlos Ruiz,IMP-RE-375,Implante de Seno Redondo High Profile 375cc,"Grado médico, esterilizado Gamma",4,2101.43,0.15,1260.86,0.15,7144.86,1071.73,8216.59,0.0,0.0,Pagado,31,2025-08-31,49,2101.43,758.18,3032.72,Redondo High Profile
2023-08-29,2023,8,Centro Quirúrgico Norte,Sofia Vega,IMP-AN-500,Implante de Seno Anatómico 500cc,"Grado médico, esterilizado Gamma",2,1441.33,0.0,0.0,0.15,2882.66,432.4,3315.06,0.0,0.0,Pagado,54,2023-10-22,109,1441.33,511.03,1022.06,Anatómico
2023-07-23,2023,7,Centro Quirúrgico Norte,Lucía Méndez,IMP-ER-500,Implante de Seno Ergonómico 500cc,"Grado médico, esterilizado Gamma",6,1838.15,0.15,1654.34,0.15,9374.56,1406.18,10780.74,0.0,188.66,Pagado,29,2023-08-21,83,1838.15,734.62,4407.72,Ergonómico
2025-09-06,2025,9,Estética Integral,Carlos Ruiz,IMP-RE-350,Implante de Seno Redondo Low Profile 350cc,"Grado médico, esterilizado Gamma",1,1714.28,0.05,85.71,0.15,1628.57,244.29,1872.86,0.0,0.0,Pagado,29,2025-10-05,133,1714.28,693.16,693.16,Redondo Low Profile
2025-09-06,2025,9,Hospital del Valle,Lucía Méndez,IMP-AN-350,Implante de Seno Anatómico 350cc,"Grado médico, esterilizado Gamma",7,1677.51,0.05,587.13,0.15,11155.44,1673.32,12828.76,0.0,224.5,Pagado,32,2025-10-08,58,1677.51,672.94,4710.58,Anatómico
2023-04-13,2023,4,Clínica Santa Inés,Elena Gómez,IMP-RE-300,Implante de Seno Redondo High Profile 300cc,"Grado médico, esterilizado Gamma",12,1964.16,0.15,3535.49,0.15,20034.43,3005.16,23039.59,0.0,0.0,Pagado,43,2023-05-26,113,1964.16,678.73,8144.76,Redondo High Profile
2025-08-28,2025,8,Centro Quirúrgico Norte,Elena Gómez,IMP-RE-450,Implante de Seno Redondo Low Profile 450cc,"Grado médico, esterilizado Gamma",1,2083.18,0.05,104.16,0.15,1979.02,296.85,2275.87,0.0,0.0,Pagado,57,2025-10-24,27,2083.18,832.96,832.96,Redondo Low Profile
2025-12-30,2025,12,Dr. Juan Pérez,Sofia Vega,IMP-RE-400,Implante de Seno Redondo High Profile 400cc,"Grado médico, esterilizado Gamma",6,1567.38,0.0,0.0,0.15,9404.28,1410.64,10814.92,10814.92,0.0,Anulado,23,2026-01-22,93,1567.38,586.1,3516.6,Redondo High Profile
2023-06-27,2023,6,Centro Quirúrgico Norte,Carlos Ruiz,IMP-ER-400,Implante de Seno Ergonómico 400cc,"Grado médico, esterilizado Gamma",12,1400.56,0.1,1680.67,0.15,15126.05,2268.91,17394.96,0.0,304.41,Pagado,48,2023-08-14,99,1400.56,473.65,5683.8,Ergonómico
2023-11-28,2023,11,Centro Quirúrgico Norte,Elena Gómez,IMP-RE-375,Implante de Seno Redondo High Profile 375cc,"Grado médico, esterilizado Gamma",12,2265.75,0.0,0.0,0.15,27189.0,4078.35,31267.35,0.0,0.0,Pagado,52,2024-01-19,129,2265.75,814.87,9778.44,Redondo High Profile
2025-08-04,2025,8,Estética Integral,Marcos Proaño,IMP-RE-250,Implante de Seno Redondo High Profile 250cc,"Grado médico, esterilizado Gamma",10,1182.0,0.15,1773.0,0.15,10047.0,1507.05,11554.05,11554.05,202.2,Pendiente,22,2025-08-26,65,1182.0,468.43,4684.3,Redondo High Profile
2025-09-15,2025,9,Hospital del Valle,Sofia Vega,IMP-ER-275,Implante de Seno Ergonómico 275cc,"Grado médico, esterilizado Gamma",8,1370.45,0.1,1096.36,0.15,9867.24,1480.09,11347.33,11347.33,198.58,Anulado,39,2025-10-24,22,1370.45,483.33,3866.64,Ergonómico
2025-11-24,2025,11,Dr. Juan Pérez,Elena Gómez,IMP-RE-400,Implante de Seno Redondo Low Profile 400cc,"Grado médico, esterilizado Gamma",2,1767.3,0.0,0.0,0.15,3534.6,530.19,4064.79,4064.79,71.13,Anulado,43,2026-01-06,139,1767.3,652.21,1304.42,Redondo Low Profile
2024-03-21,2024,3,Estética Integral,Sofia Vega,IMP-ER-500,Implante de Seno Ergonómico 500cc,"Grado médico, esterilizado Gamma",7,1510.56,0.15,1586.09,0.15,8987.83,1348.17,10336.0,0.0,180.88,Pagado,38,2024-04-28,118,1510.56,600.9,4206.3,Ergonómico
2024-05-30,2024,5,MedGroup SA,Marcos Proaño,IMP-AN-325,Implante de Seno Anatómico 325cc,"Grado médico, esterilizado Gamma",1,1489.98,0.0,0.0,0.15,1489.98,223.5,1713.48,0.0,29.99,Pagado,32,2024-07-01,92,1489.98,661.53,661.53,Anatómico
2023-03-29,2023,3,Centro Quirúrgico Norte,Lucía Méndez,IMP-ER-275,Implante de Seno Ergonómico 275cc,"Grado médico, esterilizado Gamma",6,1544.47,0.0,0.0,0.15,9266.82,1390.02,10656.84,10656.84,0.0,Pendiente,51,2023-05-19,110,1544.47,655.76,3934.56,Ergonómico
2025-10-15,2025,10,Estética Integral,Marcos Proaño,IMP-RE-450,Implante de Seno Redondo High Profile 450cc,"Grado médico, esterilizado Gamma",6,1669.87,0.05,500.96,0.15,9518.26,1427.74,10946.0,0.0,0.0,Pagado,31,2025-11-15,82,1669.87,560.06,3360.36,Redondo High Profile
2025-04-13,2025,4,Centro Quirúrgico Norte,Carlos Ruiz,IMP-RE-325,Implante de Seno Redondo High Profile 325cc,"Grado médico, esterilizado Gamma",6,1408.21,0.0,0.0,0.15,8449.26,1267.39,9716.65,0.0,0.0,Pagado,27,2025-05-10,134,1408.21,485.13,2910.78,Redondo High Profile
2025-03-03,2025,3,Hospital del Valle,Sofia Vega,IMP-RE-250,Implante de Seno Redondo High Profile 250cc,"Grado médico, esterilizado Gamma",4,1749.28,0.1,699.71,0.15,6297.41,944.61,7242.02,7242.02,0.0,Pendiente,57,2025-04-29,22,1749.28,670.23,2680.92,Redondo High Profile
2023-02-16,2023,2,Dr. Juan Pérez,Marcos Proaño,IMP-ER-450,Implante de Seno Ergonómico 450cc,"Grado médico, esterilizado Gamma",2,1253.16,0.0,0.0,0.15,2506.32,375.95,2882.27,0.0,50.44,Pagado,19,2023-03-07,6,1253.16,553.32,1106.64,Ergonómico
2023-07-15,2023,7,Dr. Juan Pérez,Sofia Vega,IMP-RE-500,Implante de Seno Redondo Low Profile 500cc,"Grado médico, esterilizado Gamma",9,1674.36,0.15,2260.39,0.15,12808.85,1921.33,14730.18,0.0,0.0,Pagado,51,2023-09-04,146,1674.36,731.56,6584.04,Redondo Low Profile
2023-04-25,2023,4,Centro Quirúrgico Norte,Carlos Ruiz,IMP-RE-300,Implante de Seno Redondo High Profile 300cc,"Grado médico, esterilizado Gamma",6,1266.18,0.0,0.0,0.15,7597.08,1139.56,8736.64,0.0,0.0,Pagado,22,2023-05-17,42,1266.18,551.59,3309.54,Redondo High Profile
2024-07-29,2024,7,Clínica Santa Inés,Lucía Méndez,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",7,1493.01,0.0,0.0,0.15,10451.07,1567.66,12018.73,0.0,0.0,Pagado,17,2024-08-15,32,1493.01,588.91,4122.37,Redondo High Profile
2024-12-25,2024,12,Estética Integral,Marcos Proaño,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",3,2024.13,0.05,303.62,0.15,5768.77,865.32,6634.09,0.0,116.1,Pagado,22,2025-01-16,146,2024.13,756.96,2270.88,Anatómico
2023-06-07,2023,6,Estética Integral,Carlos Ruiz,IMP-RE-350,Implante de Seno Redondo High Profile 350cc,"Grado médico, esterilizado Gamma",2,2174.95,0.0,0.0,0.15,4349.9,652.48,5002.38,5002.38,0.0,Pendiente,25,2023-07-02,55,2174.95,725.04,1450.08,Redondo High Profile
2024-08-06,2024,8,MedGroup SA,Carlos Ruiz,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",5,1832.02,0.15,1374.02,0.15,7786.08,1167.91,8953.99,0.0,0.0,Pagado,27,2024-09-02,24,1832.02,634.81,3174.05,Anatómico
2023-09-17,2023,9,Hospital del Valle,Carlos Ruiz,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",9,2032.63,0.15,2744.05,0.15,15549.62,2332.44,17882.06,0.0,0.0,Pagado,34,2023-10-21,50,2032.63,805.13,7246.17,Anatómico
2024-06-11,2024,6,Clínica Santa Inés,Lucía Méndez,IMP-AN-350,Implante de Seno Anatómico 350cc,"Grado médico, esterilizado Gamma",6,1997.63,0.05,599.29,0.15,11386.49,1707.97,13094.46,13094.46,229.15,Pendiente,52,2024-08-02,39,1997.63,805.09,4830.54,Anatómico
2023-03-22,2023,3,Estética Integral,Carlos Ruiz,IMP-RE-500,Implante de Seno Redondo Low Profile 500cc,"Grado médico, esterilizado Gamma",12,1433.82,0.1,1720.58,0.15,15485.26,2322.79,17808.05,0.0,311.64,Pagado,50,2023-05-11,17,1433.82,647.94,7775.28,Redondo Low Profile
2024-03-21,2024,3,Hospital del Valle,Lucía Méndez,IMP-RE-350,Implante de Seno Redondo High Profile 350cc,"Grado médico, esterilizado Gamma",12,1380.85,0.0,0.0,0.15,16570.2,2485.53,19055.73,0.0,333.48,Pagado,50,2024-05-10,148,1380.85,543.09,6517.08,Redondo High Profile
2024-04-22,2024,4,Estética Integral,Sofia Vega,IMP-RE-450,Implante de Seno Redondo Low Profile 450cc,"Grado médico, esterilizado Gamma",10,1593.32,0.0,0.0,0.15,15933.2,2389.98,18323.18,0.0,320.66,Pagado,28,2024-05-20,27,1593.32,557.4,5574.0,Redondo Low Profile
2023-02-02,2023,2,Estética Integral,Lucía Méndez,IMP-RE-325,Implante de Seno Redondo Low Profile 325cc,"Grado médico, esterilizado Gamma",9,1530.8,0.05,688.86,0.15,13088.34,1963.25,15051.59,15051.59,0.0,Pendiente,48,2023-03-22,40,1530.8,516.43,4647.87,Redondo Low Profile
2024-03-09,2024,3,Estética Integral,Sofia Vega,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",3,2030.46,0.15,913.71,0.15,5177.67,776.65,5954.32,0.0,0.0,Pagado,38,2024-04-16,105,2030.46,798.98,2396.94,Anatómico
2025-11-24,2025,11,Hospital del Valle,Sofia Vega,IMP-RE-375,Implante de Seno Redondo High Profile 375cc,"Grado médico, esterilizado Gamma",7,2050.56,0.15,2153.09,0.15,12200.83,1830.12,14030.95,0.0,0.0,Pagado,34,2025-12-28,137,2050.56,704.88,4934.16,Redondo High Profile
2024-05-28,2024,5,Hospital del Valle,Carlos Ruiz,IMP-RE-300,Implante de Seno Redondo Low Profile 300cc,"Grado médico, esterilizado Gamma",2,1766.5,0.0,0.0,0.15,3533.0,529.95,4062.95,4062.95,0.0,Pendiente,38,2024-07-05,8,1766.5,790.02,1580.04,Redondo Low Profile
2024-05-26,2024,5,Clínica Santa Inés,Lucía Méndez,IMP-ER-450,Implante de Seno Ergonómico 450cc,"Grado médico, esterilizado Gamma",3,1405.95,0.0,0.0,0.15,4217.85,632.68,4850.53,4850.53,84.88,Anulado,44,2024-07-09,113,1405.95,591.11,1773.33,Ergonómico
2025-11-19,2025,11,Hospital del Valle,Sofia Vega,IMP-RE-400,Implante de Seno Redondo Low Profile 400cc,"Grado médico, esterilizado Gamma",1,1061.9,0.15,159.28,0.15,902.62,135.39,1038.01,0.0,0.0,Pagado,37,2025-12-26,41,1061.9,470.85,470.85,Redondo Low Profile
